(venv) athul@athul-Lenovo-YOGA-720-13IKB:~/Documents/Codes/AMAT/examples/acta-astronautica/uranus-orbiter-probe$ python3 08-performance-analysis-prd.py
RUN #: 1, SAMPLE #: 110, EFPA: -11.49, SIGMA: -1.41, LD: 0.24, APO : 562018.63
RUN #: 971, SAMPLE #: 15, EFPA: -11.53, SIGMA: 0.79, LD: 0.23, APO : 467625.67
RUN #: 972, SAMPLE #: 148, EFPA: -11.68, SIGMA: 0.34, LD: 0.23, APO : 547471.52
RUN #: 973, SAMPLE #: 74, EFPA: -11.73, SIGMA: 0.20, LD: 0.26, APO : 496460.93
RUN #: 974, SAMPLE #: 99, EFPA: -11.83, SIGMA: -0.27, LD: 0.23, APO : 523989.33
RUN #: 975, SAMPLE #: 138, EFPA: -11.82, SIGMA: -0.90, LD: 0.24, APO : 573743.27
RUN #: 976, SAMPLE #: 62, EFPA: -11.73, SIGMA: -0.28, LD: 0.24, APO : 539134.86
RUN #: 977, SAMPLE #: 8, EFPA: -11.44, SIGMA: -1.52, LD: 0.23, APO : 495052.86
RUN #: 978, SAMPLE #: 86, EFPA: -11.50, SIGMA: 0.11, LD: 0.21, APO : 520827.94
RUN #: 979, SAMPLE #: 179, EFPA: -11.48, SIGMA: 0.36, LD: 0.21, APO : 543640.62
RUN #: 980, SAMPLE #: 168, EFPA: -11.64, SIGMA: -1.37, LD: 0.26, APO : 480337.14
RUN #: 981, SAMPLE #: 82, EFPA: -11.75, SIGMA: -2.20, LD: 0.24, APO : 519089.23
RUN #: 982, SAMPLE #: 66, EFPA: -11.84, SIGMA: -0.98, LD: 0.26, APO : 563370.71
RUN #: 983, SAMPLE #: 154, EFPA: -11.72, SIGMA: 0.78, LD: 0.23, APO : 520676.03
RUN #: 984, SAMPLE #: 34, EFPA: -11.60, SIGMA: 0.30, LD: 0.26, APO : 527936.02
RUN #: 985, SAMPLE #: 181, EFPA: -11.64, SIGMA: -1.24, LD: 0.24, APO : 517130.62
RUN #: 986, SAMPLE #: 72, EFPA: -11.67, SIGMA: 0.12, LD: 0.23, APO : 504478.09
RUN #: 987, SAMPLE #: 183, EFPA: -11.72, SIGMA: -0.60, LD: 0.25, APO : 498089.39
RUN #: 988, SAMPLE #: 111, EFPA: -11.67, SIGMA: 0.77, LD: 0.26, APO : 499197.57
RUN #: 989, SAMPLE #: 14, EFPA: -11.60, SIGMA: 0.76, LD: 0.21, APO : 503931.61
RUN #: 990, SAMPLE #: 1, EFPA: -11.68, SIGMA: -1.05, LD: 0.24, APO : 552110.18
RUN #: 991, SAMPLE #: 40, EFPA: -11.78, SIGMA: -0.38, LD: 0.26, APO : 469673.24
RUN #: 992, SAMPLE #: 155, EFPA: -11.76, SIGMA: -0.61, LD: 0.22, APO : 556209.09
RUN #: 993, SAMPLE #: 42, EFPA: -11.66, SIGMA: -0.07, LD: 0.24, APO : 538925.46
RUN #: 994, SAMPLE #: 198, EFPA: -11.57, SIGMA: -0.74, LD: 0.21, APO : 530795.21
RUN #: 995, SAMPLE #: 171, EFPA: -11.65, SIGMA: 1.93, LD: 0.23, APO : 525068.83
RUN #: 996, SAMPLE #: 95, EFPA: -11.71, SIGMA: -1.02, LD: 0.26, APO : 571770.29
RUN #: 997, SAMPLE #: 78, EFPA: -11.78, SIGMA: -0.53, LD: 0.24, APO : 512788.48
RUN #: 998, SAMPLE #: 186, EFPA: -11.94, SIGMA: -0.84, LD: 0.24, APO : 572491.59
RUN #: 999, SAMPLE #: 1, EFPA: -11.80, SIGMA: -0.10, LD: 0.24, APO : 496055.93
RUN #: 1000, SAMPLE #: 38, EFPA: -11.70, SIGMA: 0.18, LD: 0.24, APO : 546323.92
RUN #: 1001, SAMPLE #: 159, EFPA: -11.87, SIGMA: 0.01, LD: 0.24, APO : 546969.74
RUN #: 1002, SAMPLE #: 20, EFPA: -11.74, SIGMA: -1.66, LD: 0.23, APO : 519785.10
RUN #: 1003, SAMPLE #: 36, EFPA: -11.63, SIGMA: 0.36, LD: 0.24, APO : 489561.57
RUN #: 1004, SAMPLE #: 190, EFPA: -11.65, SIGMA: 0.45, LD: 0.25, APO : 533806.24
RUN #: 1005, SAMPLE #: 56, EFPA: -11.65, SIGMA: 0.70, LD: 0.24, APO : 532335.54
RUN #: 1006, SAMPLE #: 153, EFPA: -11.77, SIGMA: 0.09, LD: 0.25, APO : 515435.99
RUN #: 1007, SAMPLE #: 116, EFPA: -11.60, SIGMA: -0.29, LD: 0.24, APO : 509410.88
RUN #: 1008, SAMPLE #: 4, EFPA: -11.67, SIGMA: -1.09, LD: 0.23, APO : 523836.78
RUN #: 1009, SAMPLE #: 121, EFPA: -11.79, SIGMA: -0.01, LD: 0.24, APO : 536100.45
RUN #: 1010, SAMPLE #: 137, EFPA: -11.49, SIGMA: -2.13, LD: 0.22, APO : 511408.27
RUN #: 1011, SAMPLE #: 39, EFPA: -11.61, SIGMA: -1.02, LD: 0.23, APO : 540281.05
RUN #: 1012, SAMPLE #: 46, EFPA: -11.83, SIGMA: 2.12, LD: 0.23, APO : 539203.50
RUN #: 1013, SAMPLE #: 182, EFPA: -11.50, SIGMA: 0.61, LD: 0.24, APO : 526071.49
RUN #: 1014, SAMPLE #: 6, EFPA: -11.81, SIGMA: -0.17, LD: 0.25, APO : 551965.02
RUN #: 1015, SAMPLE #: 62, EFPA: -11.84, SIGMA: 0.24, LD: 0.25, APO : 543197.71
RUN #: 1016, SAMPLE #: 189, EFPA: -11.63, SIGMA: -0.74, LD: 0.23, APO : 567723.24
RUN #: 1017, SAMPLE #: 194, EFPA: -11.71, SIGMA: 0.74, LD: 0.23, APO : 506906.50
RUN #: 1018, SAMPLE #: 79, EFPA: -11.72, SIGMA: -2.30, LD: 0.22, APO : 527988.00
RUN #: 1019, SAMPLE #: 63, EFPA: -11.53, SIGMA: -2.23, LD: 0.21, APO : 509580.38
RUN #: 1020, SAMPLE #: 76, EFPA: -11.58, SIGMA: -0.44, LD: 0.25, APO : 474724.86
RUN #: 1021, SAMPLE #: 91, EFPA: -11.65, SIGMA: -0.21, LD: 0.21, APO : 543466.93
RUN #: 1022, SAMPLE #: 137, EFPA: -11.53, SIGMA: -1.67, LD: 0.23, APO : 488414.24
RUN #: 1023, SAMPLE #: 68, EFPA: -11.75, SIGMA: -1.48, LD: 0.24, APO : 510880.55
RUN #: 1024, SAMPLE #: 83, EFPA: -11.70, SIGMA: -0.49, LD: 0.24, APO : 531354.26
RUN #: 1025, SAMPLE #: 29, EFPA: -11.65, SIGMA: -0.65, LD: 0.25, APO : 524934.60
RUN #: 1026, SAMPLE #: 86, EFPA: -11.92, SIGMA: 0.69, LD: 0.24, APO : 526428.75
RUN #: 1027, SAMPLE #: 144, EFPA: -11.73, SIGMA: 1.64, LD: 0.25, APO : 547567.42
RUN #: 1028, SAMPLE #: 135, EFPA: -11.84, SIGMA: -1.90, LD: 0.23, APO : 487912.51
RUN #: 1029, SAMPLE #: 129, EFPA: -11.49, SIGMA: -0.22, LD: 0.25, APO : 538000.50
RUN #: 1030, SAMPLE #: 157, EFPA: -11.61, SIGMA: 0.16, LD: 0.23, APO : 519256.02
RUN #: 1031, SAMPLE #: 41, EFPA: -11.64, SIGMA: 1.71, LD: 0.23, APO : 519844.20
RUN #: 1032, SAMPLE #: 66, EFPA: -11.70, SIGMA: 0.95, LD: 0.23, APO : 500173.51
RUN #: 1033, SAMPLE #: 51, EFPA: -11.68, SIGMA: -1.60, LD: 0.24, APO : 488691.91
RUN #: 1034, SAMPLE #: 27, EFPA: -11.66, SIGMA: 0.31, LD: 0.24, APO : 491868.06
RUN #: 1035, SAMPLE #: 130, EFPA: -11.81, SIGMA: 0.76, LD: 0.23, APO : 498876.93
RUN #: 1036, SAMPLE #: 117, EFPA: -11.57, SIGMA: 1.03, LD: 0.22, APO : 540826.01
RUN #: 1037, SAMPLE #: 132, EFPA: -11.57, SIGMA: 1.11, LD: 0.24, APO : 528483.66
RUN #: 1038, SAMPLE #: 47, EFPA: -11.88, SIGMA: 1.02, LD: 0.24, APO : 515561.57
RUN #: 1039, SAMPLE #: 52, EFPA: -11.64, SIGMA: -0.60, LD: 0.23, APO : 521090.99
RUN #: 1040, SAMPLE #: 117, EFPA: -11.56, SIGMA: 0.17, LD: 0.24, APO : 552380.34
RUN #: 1041, SAMPLE #: 58, EFPA: -11.71, SIGMA: -0.25, LD: 0.21, APO : 508531.63
RUN #: 1042, SAMPLE #: 131, EFPA: -11.57, SIGMA: -1.05, LD: 0.26, APO : 511854.44
RUN #: 1043, SAMPLE #: 189, EFPA: -11.62, SIGMA: -0.09, LD: 0.24, APO : 578430.96
RUN #: 1044, SAMPLE #: 31, EFPA: -11.63, SIGMA: -1.48, LD: 0.23, APO : 518651.69
RUN #: 1045, SAMPLE #: 117, EFPA: -11.59, SIGMA: 0.15, LD: 0.24, APO : 521396.30
RUN #: 1046, SAMPLE #: 33, EFPA: -11.66, SIGMA: 1.09, LD: 0.26, APO : 544444.34
RUN #: 1047, SAMPLE #: 117, EFPA: -11.71, SIGMA: -0.48, LD: 0.26, APO : 582486.32
RUN #: 1048, SAMPLE #: 116, EFPA: -11.61, SIGMA: -1.90, LD: 0.24, APO : 545742.29
RUN #: 1049, SAMPLE #: 11, EFPA: -11.66, SIGMA: -0.05, LD: 0.24, APO : 508780.19
RUN #: 1050, SAMPLE #: 24, EFPA: -11.78, SIGMA: 1.10, LD: 0.25, APO : 548337.18
RUN #: 1051, SAMPLE #: 176, EFPA: -11.62, SIGMA: 0.62, LD: 0.24, APO : 539701.04
RUN #: 1052, SAMPLE #: 47, EFPA: -11.58, SIGMA: 1.70, LD: 0.24, APO : 522972.81
RUN #: 1053, SAMPLE #: 56, EFPA: -11.74, SIGMA: 2.49, LD: 0.22, APO : 538263.88
RUN #: 1054, SAMPLE #: 14, EFPA: -11.81, SIGMA: 0.32, LD: 0.26, APO : 505061.00
RUN #: 1055, SAMPLE #: 93, EFPA: -11.59, SIGMA: 0.55, LD: 0.24, APO : 454476.61
RUN #: 1056, SAMPLE #: 8, EFPA: -11.53, SIGMA: -2.16, LD: 0.25, APO : 550227.88
RUN #: 1057, SAMPLE #: 188, EFPA: -11.72, SIGMA: 0.54, LD: 0.21, APO : 497507.52
RUN #: 1058, SAMPLE #: 144, EFPA: -11.71, SIGMA: -1.20, LD: 0.25, APO : 511582.22
RUN #: 1059, SAMPLE #: 127, EFPA: -11.67, SIGMA: -0.92, LD: 0.23, APO : 524664.84
RUN #: 1060, SAMPLE #: 88, EFPA: -11.72, SIGMA: -1.82, LD: 0.23, APO : 545280.90
RUN #: 1061, SAMPLE #: 140, EFPA: -11.62, SIGMA: -1.11, LD: 0.24, APO : 512715.30
RUN #: 1062, SAMPLE #: 77, EFPA: -11.65, SIGMA: -0.67, LD: 0.22, APO : 550684.32
RUN #: 1063, SAMPLE #: 110, EFPA: -11.79, SIGMA: -0.19, LD: 0.23, APO : 498909.46
RUN #: 1064, SAMPLE #: 152, EFPA: -11.68, SIGMA: 0.04, LD: 0.26, APO : 476425.12
RUN #: 1065, SAMPLE #: 38, EFPA: -11.61, SIGMA: -0.83, LD: 0.23, APO : 514656.79
RUN #: 1066, SAMPLE #: 82, EFPA: -11.71, SIGMA: -1.82, LD: 0.24, APO : 543515.52
RUN #: 1067, SAMPLE #: 47, EFPA: -11.75, SIGMA: 0.78, LD: 0.26, APO : 499122.93
RUN #: 1068, SAMPLE #: 165, EFPA: -11.77, SIGMA: 1.93, LD: 0.23, APO : 528997.65
RUN #: 1069, SAMPLE #: 143, EFPA: -11.70, SIGMA: -0.01, LD: 0.21, APO : 505280.15
RUN #: 1070, SAMPLE #: 47, EFPA: -11.68, SIGMA: -1.03, LD: 0.23, APO : 522637.58
RUN #: 1071, SAMPLE #: 40, EFPA: -11.69, SIGMA: -0.86, LD: 0.24, APO : 485907.12
RUN #: 1072, SAMPLE #: 113, EFPA: -11.80, SIGMA: 0.47, LD: 0.23, APO : 595824.21
RUN #: 1073, SAMPLE #: 58, EFPA: -11.72, SIGMA: -1.84, LD: 0.25, APO : 494333.08
RUN #: 1074, SAMPLE #: 161, EFPA: -11.67, SIGMA: -0.57, LD: 0.24, APO : 540926.72
RUN #: 1075, SAMPLE #: 70, EFPA: -11.56, SIGMA: 0.83, LD: 0.24, APO : 544743.56
RUN #: 1076, SAMPLE #: 61, EFPA: -11.68, SIGMA: 0.89, LD: 0.26, APO : 511295.43
RUN #: 1077, SAMPLE #: 82, EFPA: -11.57, SIGMA: 0.91, LD: 0.21, APO : 602524.70
RUN #: 1078, SAMPLE #: 103, EFPA: -11.56, SIGMA: 1.13, LD: 0.24, APO : 529450.03
RUN #: 1079, SAMPLE #: 65, EFPA: -11.75, SIGMA: 0.07, LD: 0.24, APO : 496176.20
RUN #: 1080, SAMPLE #: 59, EFPA: -11.62, SIGMA: -0.59, LD: 0.24, APO : 503539.33
RUN #: 1081, SAMPLE #: 133, EFPA: -11.69, SIGMA: 0.77, LD: 0.25, APO : 496465.30
RUN #: 1082, SAMPLE #: 90, EFPA: -11.63, SIGMA: 0.79, LD: 0.24, APO : 491882.46
RUN #: 1083, SAMPLE #: 87, EFPA: -11.82, SIGMA: 0.87, LD: 0.22, APO : 547713.98
RUN #: 1084, SAMPLE #: 35, EFPA: -11.75, SIGMA: -1.13, LD: 0.23, APO : 544935.39
RUN #: 1085, SAMPLE #: 10, EFPA: -11.79, SIGMA: 1.47, LD: 0.23, APO : 502299.08
RUN #: 1086, SAMPLE #: 187, EFPA: -11.72, SIGMA: -1.04, LD: 0.22, APO : 562991.39
RUN #: 1087, SAMPLE #: 197, EFPA: -11.69, SIGMA: 0.01, LD: 0.21, APO : 502672.06
RUN #: 1088, SAMPLE #: 109, EFPA: -11.49, SIGMA: -0.01, LD: 0.22, APO : 511414.91
RUN #: 1089, SAMPLE #: 111, EFPA: -11.57, SIGMA: 0.09, LD: 0.26, APO : 601203.48
RUN #: 1090, SAMPLE #: 151, EFPA: -11.52, SIGMA: 0.46, LD: 0.22, APO : 584337.39
RUN #: 1091, SAMPLE #: 75, EFPA: -11.60, SIGMA: -0.24, LD: 0.23, APO : 607838.89
RUN #: 1092, SAMPLE #: 15, EFPA: -11.63, SIGMA: -1.15, LD: 0.24, APO : 594792.11
RUN #: 1093, SAMPLE #: 33, EFPA: -11.69, SIGMA: 0.31, LD: 0.23, APO : 543844.91
RUN #: 1094, SAMPLE #: 125, EFPA: -11.76, SIGMA: 0.14, LD: 0.26, APO : 505968.85
RUN #: 1095, SAMPLE #: 65, EFPA: -11.61, SIGMA: -0.09, LD: 0.25, APO : 599925.36
RUN #: 1096, SAMPLE #: 95, EFPA: -11.67, SIGMA: -3.68, LD: 0.26, APO : 524735.14
RUN #: 1097, SAMPLE #: 134, EFPA: -11.60, SIGMA: -2.91, LD: 0.24, APO : 473351.33
RUN #: 1098, SAMPLE #: 191, EFPA: -11.84, SIGMA: -0.82, LD: 0.22, APO : 563720.76
RUN #: 1099, SAMPLE #: 7, EFPA: -11.60, SIGMA: 1.71, LD: 0.26, APO : 553256.33
RUN #: 1100, SAMPLE #: 56, EFPA: -11.71, SIGMA: 0.22, LD: 0.23, APO : 550895.12
RUN #: 1101, SAMPLE #: 154, EFPA: -11.69, SIGMA: -0.97, LD: 0.24, APO : 558467.80
RUN #: 1102, SAMPLE #: 123, EFPA: -11.69, SIGMA: 0.70, LD: 0.22, APO : 538562.42
RUN #: 1103, SAMPLE #: 9, EFPA: -11.36, SIGMA: -0.33, LD: 0.25, APO : 482135.49
RUN #: 1104, SAMPLE #: 198, EFPA: -11.73, SIGMA: -2.76, LD: 0.25, APO : 571699.41
RUN #: 1105, SAMPLE #: 103, EFPA: -11.75, SIGMA: 2.30, LD: 0.23, APO : 503748.72
RUN #: 1106, SAMPLE #: 22, EFPA: -11.59, SIGMA: -0.54, LD: 0.25, APO : 528758.08
RUN #: 1107, SAMPLE #: 97, EFPA: -11.66, SIGMA: 0.69, LD: 0.24, APO : 541309.82
RUN #: 1108, SAMPLE #: 184, EFPA: -11.62, SIGMA: -1.24, LD: 0.23, APO : 576356.69
RUN #: 1109, SAMPLE #: 189, EFPA: -11.75, SIGMA: -0.33, LD: 0.22, APO : 532092.21
RUN #: 1110, SAMPLE #: 41, EFPA: -11.71, SIGMA: 1.39, LD: 0.23, APO : 556634.91
RUN #: 1111, SAMPLE #: 90, EFPA: -11.70, SIGMA: -1.23, LD: 0.25, APO : 571854.19
RUN #: 1112, SAMPLE #: 118, EFPA: -11.76, SIGMA: 1.71, LD: 0.22, APO : 516506.99
RUN #: 1113, SAMPLE #: 168, EFPA: -11.69, SIGMA: 0.45, LD: 0.22, APO : 507116.03
RUN #: 1114, SAMPLE #: 192, EFPA: -11.65, SIGMA: -2.39, LD: 0.24, APO : 575135.41
RUN #: 1115, SAMPLE #: 165, EFPA: -11.85, SIGMA: -0.85, LD: 0.23, APO : 490609.27
RUN #: 1116, SAMPLE #: 159, EFPA: -11.57, SIGMA: 0.50, LD: 0.24, APO : 507147.62
RUN #: 1117, SAMPLE #: 1, EFPA: -11.59, SIGMA: 2.28, LD: 0.21, APO : 555883.22
RUN #: 1118, SAMPLE #: 118, EFPA: -11.74, SIGMA: -0.40, LD: 0.24, APO : 528602.58
RUN #: 1119, SAMPLE #: 124, EFPA: -11.50, SIGMA: -0.73, LD: 0.25, APO : 537276.29
RUN #: 1120, SAMPLE #: 65, EFPA: -11.65, SIGMA: -0.20, LD: 0.23, APO : 530521.21
RUN #: 1121, SAMPLE #: 112, EFPA: -11.67, SIGMA: 0.09, LD: 0.26, APO : 591454.86
RUN #: 1122, SAMPLE #: 135, EFPA: -11.74, SIGMA: 0.55, LD: 0.24, APO : 494673.24
RUN #: 1123, SAMPLE #: 132, EFPA: -11.92, SIGMA: -1.01, LD: 0.25, APO : 486320.01
RUN #: 1124, SAMPLE #: 146, EFPA: -11.73, SIGMA: 0.51, LD: 0.21, APO : 517211.87
RUN #: 1125, SAMPLE #: 81, EFPA: -11.54, SIGMA: -0.52, LD: 0.26, APO : 500562.40
RUN #: 1126, SAMPLE #: 89, EFPA: -11.64, SIGMA: -0.32, LD: 0.24, APO : 591013.09
RUN #: 1127, SAMPLE #: 172, EFPA: -11.76, SIGMA: -0.37, LD: 0.24, APO : 577570.35
RUN #: 1128, SAMPLE #: 80, EFPA: -11.83, SIGMA: 0.05, LD: 0.23, APO : 514802.11
RUN #: 1129, SAMPLE #: 175, EFPA: -11.68, SIGMA: 0.72, LD: 0.23, APO : 496046.16
RUN #: 1130, SAMPLE #: 63, EFPA: -11.72, SIGMA: -0.50, LD: 0.24, APO : 507691.92
RUN #: 1131, SAMPLE #: 71, EFPA: -11.79, SIGMA: 0.67, LD: 0.25, APO : 550504.45
RUN #: 1132, SAMPLE #: 138, EFPA: -11.70, SIGMA: 0.27, LD: 0.25, APO : 509332.44
RUN #: 1133, SAMPLE #: 18, EFPA: -11.53, SIGMA: -1.03, LD: 0.22, APO : 576663.33
RUN #: 1134, SAMPLE #: 75, EFPA: -11.69, SIGMA: -0.79, LD: 0.24, APO : 570084.92
RUN #: 1135, SAMPLE #: 182, EFPA: -11.53, SIGMA: -0.01, LD: 0.25, APO : 475980.76
RUN #: 1136, SAMPLE #: 147, EFPA: -11.78, SIGMA: 0.98, LD: 0.22, APO : 514080.22
RUN #: 1137, SAMPLE #: 140, EFPA: -11.92, SIGMA: 0.91, LD: 0.26, APO : 547026.69
RUN #: 1138, SAMPLE #: 34, EFPA: -11.73, SIGMA: 0.92, LD: 0.24, APO : 523184.24
RUN #: 1139, SAMPLE #: 67, EFPA: -11.80, SIGMA: -1.06, LD: 0.22, APO : 542355.02
RUN #: 1140, SAMPLE #: 168, EFPA: -11.60, SIGMA: 0.39, LD: 0.23, APO : 563603.57
RUN #: 1141, SAMPLE #: 15, EFPA: -11.73, SIGMA: 1.01, LD: 0.26, APO : 549559.85
RUN #: 1142, SAMPLE #: 92, EFPA: -11.59, SIGMA: 0.76, LD: 0.23, APO : 554635.17
RUN #: 1143, SAMPLE #: 16, EFPA: -11.75, SIGMA: 1.56, LD: 0.25, APO : 555745.18
RUN #: 1144, SAMPLE #: 145, EFPA: -11.75, SIGMA: 0.26, LD: 0.23, APO : 540420.27
RUN #: 1145, SAMPLE #: 15, EFPA: -11.67, SIGMA: 1.44, LD: 0.25, APO : 518724.14
RUN #: 1146, SAMPLE #: 89, EFPA: -11.74, SIGMA: -1.58, LD: 0.26, APO : 500362.29
RUN #: 1147, SAMPLE #: 16, EFPA: -11.46, SIGMA: -0.45, LD: 0.26, APO : 522354.21
RUN #: 1148, SAMPLE #: 15, EFPA: -11.63, SIGMA: 0.09, LD: 0.22, APO : 535256.89
RUN #: 1149, SAMPLE #: 132, EFPA: -11.62, SIGMA: 0.40, LD: 0.23, APO : 568838.85
RUN #: 1150, SAMPLE #: 83, EFPA: -11.69, SIGMA: -1.43, LD: 0.24, APO : 535876.88
RUN #: 1151, SAMPLE #: 132, EFPA: -11.60, SIGMA: 1.34, LD: 0.24, APO : 525619.53
RUN #: 1152, SAMPLE #: 90, EFPA: -11.79, SIGMA: 1.43, LD: 0.25, APO : 507787.30
RUN #: 1153, SAMPLE #: 91, EFPA: -11.67, SIGMA: 0.73, LD: 0.23, APO : 550783.79
RUN #: 1154, SAMPLE #: 107, EFPA: -11.75, SIGMA: 0.34, LD: 0.24, APO : 517782.98
RUN #: 1155, SAMPLE #: 46, EFPA: -11.57, SIGMA: -0.45, LD: 0.22, APO : 526818.38
RUN #: 1156, SAMPLE #: 70, EFPA: -11.68, SIGMA: 0.52, LD: 0.25, APO : 507446.00
RUN #: 1157, SAMPLE #: 76, EFPA: -11.56, SIGMA: -0.71, LD: 0.24, APO : 516107.61
RUN #: 1158, SAMPLE #: 8, EFPA: -11.68, SIGMA: -0.20, LD: 0.24, APO : 522858.55
RUN #: 1159, SAMPLE #: 29, EFPA: -11.68, SIGMA: -1.69, LD: 0.24, APO : 570571.41
RUN #: 1160, SAMPLE #: 174, EFPA: -11.85, SIGMA: -0.13, LD: 0.23, APO : 535400.97
RUN #: 1161, SAMPLE #: 106, EFPA: -11.63, SIGMA: -1.29, LD: 0.24, APO : 568431.39
RUN #: 1162, SAMPLE #: 119, EFPA: -11.64, SIGMA: -1.18, LD: 0.25, APO : 559644.39
RUN #: 1163, SAMPLE #: 153, EFPA: -11.83, SIGMA: -0.99, LD: 0.24, APO : 547922.66
RUN #: 1164, SAMPLE #: 149, EFPA: -11.56, SIGMA: 1.34, LD: 0.24, APO : 473153.69
RUN #: 1165, SAMPLE #: 32, EFPA: -11.76, SIGMA: -1.59, LD: 0.25, APO : 521003.54
RUN #: 1166, SAMPLE #: 122, EFPA: -11.64, SIGMA: -0.13, LD: 0.24, APO : 533465.16
RUN #: 1167, SAMPLE #: 23, EFPA: -11.71, SIGMA: -1.30, LD: 0.24, APO : 585874.16
RUN #: 1168, SAMPLE #: 131, EFPA: -11.46, SIGMA: 0.62, LD: 0.26, APO : 547526.23
RUN #: 1169, SAMPLE #: 170, EFPA: -11.82, SIGMA: -0.22, LD: 0.23, APO : 476353.40
RUN #: 1170, SAMPLE #: 94, EFPA: -11.64, SIGMA: 0.86, LD: 0.25, APO : 544538.29
RUN #: 1171, SAMPLE #: 133, EFPA: -11.69, SIGMA: 0.96, LD: 0.23, APO : 530411.37
RUN #: 1172, SAMPLE #: 18, EFPA: -11.60, SIGMA: -0.61, LD: 0.22, APO : 559601.82
RUN #: 1173, SAMPLE #: 49, EFPA: -11.60, SIGMA: 0.39, LD: 0.27, APO : 528918.52
RUN #: 1174, SAMPLE #: 56, EFPA: -11.71, SIGMA: 0.09, LD: 0.23, APO : 499101.23
RUN #: 1175, SAMPLE #: 119, EFPA: -11.70, SIGMA: -0.53, LD: 0.23, APO : 509627.33
RUN #: 1176, SAMPLE #: 136, EFPA: -11.55, SIGMA: -0.88, LD: 0.23, APO : 524686.29
RUN #: 1177, SAMPLE #: 21, EFPA: -11.90, SIGMA: -1.87, LD: 0.24, APO : 524764.54
RUN #: 1178, SAMPLE #: 149, EFPA: -11.76, SIGMA: -0.74, LD: 0.24, APO : 521241.64
RUN #: 1179, SAMPLE #: 41, EFPA: -11.75, SIGMA: -0.84, LD: 0.24, APO : 596225.99
RUN #: 1180, SAMPLE #: 116, EFPA: -11.91, SIGMA: -0.07, LD: 0.23, APO : 540621.24
RUN #: 1181, SAMPLE #: 113, EFPA: -11.88, SIGMA: -0.58, LD: 0.23, APO : 505998.43
RUN #: 1182, SAMPLE #: 157, EFPA: -11.73, SIGMA: 0.55, LD: 0.24, APO : 531197.63
RUN #: 1183, SAMPLE #: 35, EFPA: -11.74, SIGMA: -0.72, LD: 0.25, APO : 512666.09
RUN #: 1184, SAMPLE #: 155, EFPA: -11.79, SIGMA: -1.25, LD: 0.26, APO : 520110.68
RUN #: 1185, SAMPLE #: 47, EFPA: -11.75, SIGMA: 1.33, LD: 0.25, APO : 537232.11
RUN #: 1186, SAMPLE #: 132, EFPA: -11.85, SIGMA: -1.18, LD: 0.23, APO : 471001.13
RUN #: 1187, SAMPLE #: 15, EFPA: -11.84, SIGMA: -0.54, LD: 0.24, APO : 562209.86
RUN #: 1188, SAMPLE #: 74, EFPA: -11.82, SIGMA: -0.44, LD: 0.25, APO : 536513.22
RUN #: 1189, SAMPLE #: 105, EFPA: -11.75, SIGMA: 1.63, LD: 0.23, APO : 530316.25
RUN #: 1190, SAMPLE #: 191, EFPA: -11.69, SIGMA: -0.07, LD: 0.25, APO : 571348.79
RUN #: 1191, SAMPLE #: 37, EFPA: -11.57, SIGMA: -2.95, LD: 0.25, APO : 536648.05
RUN #: 1192, SAMPLE #: 81, EFPA: -11.90, SIGMA: 0.20, LD: 0.24, APO : 564884.22
RUN #: 1193, SAMPLE #: 178, EFPA: -11.77, SIGMA: -0.13, LD: 0.27, APO : 512633.03
RUN #: 1194, SAMPLE #: 114, EFPA: -11.72, SIGMA: -0.38, LD: 0.22, APO : 492543.39
RUN #: 1195, SAMPLE #: 136, EFPA: -11.72, SIGMA: 0.06, LD: 0.26, APO : 490243.28
RUN #: 1196, SAMPLE #: 148, EFPA: -11.60, SIGMA: -1.19, LD: 0.23, APO : 528931.77
RUN #: 1197, SAMPLE #: 116, EFPA: -11.43, SIGMA: -0.78, LD: 0.23, APO : 497069.69
RUN #: 1198, SAMPLE #: 61, EFPA: -11.70, SIGMA: -1.45, LD: 0.23, APO : 538383.51
RUN #: 1199, SAMPLE #: 162, EFPA: -11.73, SIGMA: -0.61, LD: 0.24, APO : 549667.50
RUN #: 1200, SAMPLE #: 18, EFPA: -11.83, SIGMA: 0.17, LD: 0.22, APO : 483468.20
RUN #: 1201, SAMPLE #: 36, EFPA: -11.76, SIGMA: -0.84, LD: 0.23, APO : 540216.46
RUN #: 1202, SAMPLE #: 108, EFPA: -11.62, SIGMA: 0.01, LD: 0.24, APO : 515598.37
RUN #: 1203, SAMPLE #: 7, EFPA: -11.67, SIGMA: -1.64, LD: 0.23, APO : 568401.90
RUN #: 1204, SAMPLE #: 93, EFPA: -11.74, SIGMA: -0.27, LD: 0.24, APO : 515535.07
RUN #: 1205, SAMPLE #: 48, EFPA: -11.68, SIGMA: 0.48, LD: 0.26, APO : 521391.04
RUN #: 1206, SAMPLE #: 20, EFPA: -11.76, SIGMA: 1.16, LD: 0.23, APO : 488907.53
RUN #: 1207, SAMPLE #: 118, EFPA: -11.72, SIGMA: 0.49, LD: 0.26, APO : 495131.29
RUN #: 1208, SAMPLE #: 78, EFPA: -11.75, SIGMA: 0.04, LD: 0.27, APO : 494966.17
RUN #: 1209, SAMPLE #: 70, EFPA: -11.70, SIGMA: -2.70, LD: 0.23, APO : 517515.32
